,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Edmond,Edmond,GPE,0.13661616,0.35909091,en,1.00000000,,-1,,,,,,
Velma,Velma,GPE,0.13661616,0.35909091,en,1.00000000,,-1,,,,,,
Stillwater,Stillwater,GPE,0.28939394,0.98409091,en,1.00000000,,-1,,,,,,
Norman,Norman,GPE,0.13661616,0.35909091,en,1.00000000,,-1,,,,,,
Alabama,Alabama,GPE,0.49772727,1.76325758,en,1.00000000,4084839-5,4829764,X,32.75041000,-86.75025900,NORTH-AMERICA,United States,ENA
Mississippi,Mississippi,GPE,0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
OKLAHOMA CITY,OKLAHOMA CITY,GPE,-0.03000000,2.59666667,en,1.00000000,,-1,,,,,,
US South,US South,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
Deep South,Deep South,LOC,0.07715278,7.44194444,en,1.00000000,,-1,,,,,,
The Mississippi Valley,The Mississippi Valley,LOC,0.25000000,0.45000000,en,1.00000000,,-1,,,,,,
South Jersey,South Jersey,GPE,0.06666667,1.22500000,en,1.00000000,,-1,,,,,,
Delaware,Delaware,GPE,0.34545455,2.25818182,en,1.00000000,4085407-3,4142224,X,39.90000000,-75.49992000,NORTH-AMERICA,United States,ENA
Pico Rivera,Pico Rivera,GPE,0.07222222,0.59444444,en,1.00000000,,-1,,,,,,
Kansas,Kansas,GPE,0.37217857,1.96294048,en,1.00000000,4114131-3,4273857,X,38.50028900,-98.50063000,NORTH-AMERICA,United States,CNA
NWS,NWS,GPE,0.07485714,0.55371429,en,1.00000000,,-1,,,,,,
the Mississippi Valley,the Mississippi Valley,LOC,0.67493056,12.04694444,en,1.00000000,,-1,,,,,,
votar,votar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New Zea,New Zea,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Port Waikato,Port Waikato,GPE,0.08333333,0.25000000,en,1.00000000,,-1,,,,,,
Mngere Mountain,Mngere Mountain,LOC,0.08333333,0.25000000,en,1.00000000,,-1,,,,,,
Northland,Northland,GPE,0.00000000,0.75000000,en,1.00000000,,-1,,,,,,
Waikato,Waikato,GPE,0.00000000,0.75000000,en,1.00000000,,-1,,,,,,
Auckland,Auckland,GPE,0.00000000,0.75000000,en,1.00000000,4086091-7,2193733,X,-36.86666600,174.76666600,OCEANIA,New Zealand,NZ
Missouri,Missouri,GPE,-0.03333333,0.80000000,en,1.00000000,,-1,,,,,,
U.S. South,U.S. South,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Tennessee,Tennessee,GPE,0.05000000,0.15000000,en,1.00000000,4119557-7,4662168,X,35.75034900,-86.25027000,NORTH-AMERICA,United States,ENA
Plymouth,Plymouth,GPE,1.00000000,1.50000000,en,1.00000000,4255050-6,2640194,X,50.37152900,-4.14304900,EUROPE,,NEU
Palm Beach,Palm Beach,GPE,-0.06666667,0.60000000,en,1.00000000,,-1,,,,,,
Miami-Dade County,Miami-Dade County,GPE,0.15000000,0.25000000,en,1.00000000,,-1,,,,,,
Southern Florida,Southern Florida,LOC,0.10000000,1.90000000,en,1.00000000,,-1,,,,,,
Miami-Dade,Miami-Dade,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Mid South,Mid South,LOC,0.12500000,0.45833333,en,1.00000000,,-1,,,,,,
Kavrepalanchok,Kavrepalanchok,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Karve,Karve,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pawnee,Pawnee,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Haskell,Haskell,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Garfield,Garfield,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Berthoud,Berthoud,GPE,0.07083333,0.46250000,en,1.00000000,4088664-5,2661321,X,47.05888800,7.62777700,EUROPE,Switzerland,WCE
Larimer County,Larimer County,GPE,0.13194444,0.94583333,en,1.00000000,,-1,,,,,,
NWS Miami,NWS Miami,GPE,0.25000000,0.27777778,en,1.00000000,,-1,,,,,,
Mount Dandenong,Mount Dandenong,GPE,0.15000000,0.60000000,en,1.00000000,,-1,,,,,,
Bethanchok Rural Municipality-3,Bethanchok Rural Municipality-3,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bolde,Bolde,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
DALLAS,DALLAS,GPE,-0.40000000,0.00000000,en,1.00000000,,-1,,,,,,
Oklahoma City,Oklahoma City,GPE,0.13611111,0.41666667,en,1.00000000,,-1,,,,,,
Orange County,Orange County,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Mo.,Mo.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PIEDMONT,PIEDMONT,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Fredericksburg,Fredericksburg,GPE,0.15000000,0.60000000,en,1.00000000,,-1,,,,,,
Melbournes east,Melbournes east,LOC,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
Kilsyth,Kilsyth,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Montrose,Montrose,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Iraq,Iraq,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Taman Muzaffar Heights,Taman Muzaffar Heights,GPE,0.32500000,0.87500000,en,1.00000000,,-1,,,,,,
WEST DADE,WEST DADE,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Los Angles,Los Angles,GPE,-0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
Oakland,Oakland,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southern Californias,Southern Californias,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bremer Bay,Bremer Bay,LOC,-0.60000000,1.20000000,en,1.00000000,,-1,,,,,,
the Central Valley,the Central Valley,LOC,0.16666667,0.25000000,en,1.00000000,,-1,,,,,,
North Carolina,North Carolina,GPE,-1.57611021,26.36344877,en,1.00000000,4042551-4,4482348,X,35.50068900,-80.20000000,NORTH-AMERICA,United States,ENA
Kavrepalanchowk,Kavrepalanchowk,GPE,0.18750000,0.43750000,en,1.00000000,,-1,,,,,,
SACRAMENTO,SACRAMENTO,GPE,0.88541667,4.11875000,en,1.00000000,,-1,,,,,,
Los Angeles County’s,Los Angeles County’s,GPE,0.19564394,0.52159091,en,1.00000000,,-1,,,,,,
Ventura County,Ventura County,GPE,-0.00861742,1.62196970,en,1.00000000,,-1,,,,,,
Laguna,Laguna,GPE,0.34138258,0.84696970,en,1.00000000,,-1,,,,,,
Adelaide Hills,Adelaide Hills,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Adelaide Hills,the Adelaide Hills,LOC,1.00000000,0.30000000,en,1.00000000,,-1,,,,,,
Anadolu,Anadolu,GPE,-0.25369318,1.54810606,en,1.00000000,,-1,,,,,,
Moss Landing,Moss Landing,GPE,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Monterey,Monterey,GPE,0.00000000,0.00000000,en,1.00000000,4115212-8,3995465,X,25.66666900,-100.31667000,CENTRAL-AMERICA,Mexico,NCA
CASTAIC,CASTAIC,GPE,0.26000000,0.46000000,en,1.00000000,,-1,,,,,,
Bull Creek,Bull Creek,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
New US,New US,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Castaic Lake,Castaic Lake,LOC,0.38327020,2.32386364,en,1.00000000,,-1,,,,,,
Park City’s,Park City’s,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Califo,Califo,GPE,0.56666667,1.53333333,en,1.00000000,,-1,,,,,,
adobe,adobe,GPE,0.37000000,0.80000000,en,1.00000000,,-1,,,,,,
the Pacific Coast Highwa,the Pacific Coast Highwa,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kesler,Kesler,GPE,0.17916667,0.46250000,en,1.00000000,,-1,,,,,,
Neutra,Neutra,GPE,0.17916667,0.46250000,en,1.00000000,4101153-3,3058531,X,48.30763000,18.08453000,EUROPE,Slovakia,WCE
the City of Los Angeles,the City of Los Angeles,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
N.C.,N.C.,GPE,0.02500000,1.52833333,en,1.00000000,,-1,,,,,,
Arthur River,Arthur River,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
southeast sweltered,southeast sweltered,LOC,0.13333333,0.60833333,en,1.00000000,,-1,,,,,,
PARK CITY,PARK CITY,GPE,-0.05000000,0.40000000,en,1.00000000,,-1,,,,,,
Eyre Peninsula,Eyre Peninsula,LOC,-0.12222222,0.61111111,en,1.00000000,,-1,,,,,,
Nashville,Nashville,GPE,1.15000000,0.60000000,en,1.00000000,,-1,,,,,,
L,L,GPE,0.30000000,1.00000000,en,1.00000000,,-1,,,,,,
Sunset,Sunset,LOC,0.70000000,1.75000000,en,1.00000000,,-1,,,,,,
HOUSTON,HOUSTON,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Baja,Baja,GPE,-0.17500000,1.66666667,en,1.00000000,,-1,,,,,,
Little Desert National Park,Little Desert National Park,GPE,-0.02916667,0.30000000,en,1.00000000,,-1,,,,,,
Dimboola,Dimboola,GPE,0.27083333,1.57500000,en,1.00000000,,-1,,,,,,
Bay Area,Bay Area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Great Southern,Great Southern,GPE,0.10000000,0.28750000,en,1.00000000,,-1,,,,,,
Mudslides,Mudslides,GPE,0.22500000,0.47500000,en,1.00000000,,-1,,,,,,
Santa Clarita,Santa Clarita,GPE,0.29428571,1.16285714,en,1.00000000,,-1,,,,,,
the San Francisco Bay Area,the San Francisco Bay Area,LOC,0.13200000,0.96800000,en,1.00000000,,-1,,,,,,
LA Wildfire,LA Wildfire,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Western US,the Western US,LOC,0.05833333,0.31666667,en,1.00000000,,-1,,,,,,
Rayong,Rayong,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Calif,Calif,GPE,0.01666667,1.42777778,en,1.00000000,,-1,,,,,,
the Golden State,the Golden State,GPE,0.37857143,2.31349206,en,1.00000000,,-1,,,,,,
Pradesh,Pradesh,GPE,0.33333333,0.50000000,en,1.00000000,,-1,,,,,,
Arunachal,Arunachal,GPE,0.33333333,0.50000000,en,1.00000000,,-1,,,,,,
Tawang Chu river,Tawang Chu river,LOC,0.33333333,0.50000000,en,1.00000000,,-1,,,,,,
Bec,Bec,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SoCal,SoCal,LOC,0.12765152,1.09595960,en,1.00000000,,-1,,,,,,
Greater Los Angeles,Greater Los Angeles,GPE,0.90016234,2.47077922,en,1.00000000,,-1,,,,,,
Lead City’s,Lead City’s,GPE,-0.07500000,0.25000000,en,1.00000000,,-1,,,,,,
St. Vincent,St. Vincent,GPE,-0.62500000,1.87500000,en,1.00000000,,-1,,,,,,
Los Angeles Fire Relief,Los Angeles Fire Relief,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
modifi,modifi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Healdsburg,Healdsburg,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hercules,Hercules,GPE,0.12857143,0.33571429,en,1.00000000,,-1,,,,,,
Coast To Coast,Coast To Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mount Wilson,Mount Wilson,LOC,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
Will Rodgers State Beach,Will Rodgers State Beach,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Santa Ana wi,Santa Ana wi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Santa Monica Mountains,the Santa Monica Mountains,LOC,0.40972222,0.94444444,en,1.00000000,,-1,,,,,,
San Fernando Valley,San Fernando Valley,LOC,-0.03666667,0.61000000,en,1.00000000,,-1,,,,,,
Southern Califo,Southern Califo,LOC,0.18333333,0.34166667,en,1.00000000,,-1,,,,,,
busine,busine,GPE,0.00000000,0.13333333,en,1.00000000,,-1,,,,,,
L.A,L.A,GPE,1.22649351,2.21402597,en,1.00000000,,-1,,,,,,
Yellowstone National Park,Yellowstone National Park,GPE,-0.10000000,0.32500000,en,1.00000000,,-1,,,,,,
The New Republic,The New Republic,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
Angeles,Angeles,GPE,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Los,Los,GPE,-0.28838384,2.26464646,en,1.00000000,,-1,,,,,,
prope,prope,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
L.A. Wildfires,L.A. Wildfires,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the National Oceanic,the National Oceanic,LOC,0.01012987,0.42329004,en,1.00000000,,-1,,,,,,
Ventura Counties,Ventura Counties,GPE,-0.03333333,0.36666667,en,1.00000000,,-1,,,,,,
west LA,west LA,GPE,-0.43333333,0.60000000,en,1.00000000,,-1,,,,,,
Ventura,Ventura,GPE,1.26250000,3.19583333,en,1.00000000,,-1,,,,,,
Eaton Canyon,Eaton Canyon,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Santa Ana Winds,Santa Ana Winds,GPE,-0.15000000,0.75000000,en,1.00000000,,-1,,,,,,
Vegas,Vegas,GPE,0.21212121,0.35984848,en,1.00000000,,-1,,,,,,
Southern California's,Southern California's,LOC,0.33333333,0.76333333,en,1.00000000,,-1,,,,,,
Wate,Wate,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southeast,Southeast,LOC,0.01363636,0.91212121,en,1.00000000,,-1,,,,,,
the Pacific Coast Highway,the Pacific Coast Highway,LOC,0.20000000,1.00000000,en,1.00000000,,-1,,,,,,
Los Angeles County Wildfire Relief Efforts,Los Angeles County Wildfire Relief Efforts,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Los An,Los An,GPE,-0.24000000,0.52666667,en,1.00000000,,-1,,,,,,
Mexicoand,Mexicoand,GPE,-0.45277778,0.51944444,en,1.00000000,,-1,,,,,,
LA Wildfire Relief LIVE,LA Wildfire Relief LIVE,GPE,0.63506494,1.06428571,en,1.00000000,,-1,,,,,,
Dryden,Dryden,GPE,-0.91666667,1.18888889,en,1.00000000,,-1,,,,,,
Western states,Western states,LOC,0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Paris,Paris,GPE,0.96190476,6.92380952,en,1.00000000,4044660-8,2988507,X,48.85340900,2.34880000,EUROPE,France,WCE
Santa Anas,Santa Anas,GPE,0.02833333,0.27500000,en,1.00000000,,-1,,,,,,
Tehran,Tehran,GPE,0.14333333,0.89833333,en,1.00000000,4059304-6,112931,X,35.69438900,51.42150900,ASIA,Iran,WCA
Missoula,Missoula,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Coachella Valley,Coachella Valley,LOC,0.20000000,0.96666667,en,1.00000000,,-1,,,,,,
Pacific Coast Highway,Pacific Coast Highway,LOC,-0.20000000,0.00000000,en,1.00000000,,-1,,,,,,
Los Angeles county,Los Angeles county,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Los Angeles's,Los Angeles's,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Habitat,Habitat,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Brentwood,Brentwood,GPE,0.00378788,0.55984848,en,1.00000000,4365246-3,2654782,X,51.62127000,0.30556000,EUROPE,United Kingdom,NEU
Kamala,Kamala,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
Mexico,Mexico,GPE,-0.20277778,1.36944444,en,1.00000000,,-1,,,,,,
Miami,Miami,GPE,0.10000000,0.70000000,en,1.00000000,,-1,,,,,,
INGLEWOOD,INGLEWOOD,GPE,1.70000000,2.35555556,en,1.00000000,,-1,,,,,,
Los Angeles',Los Angeles',GPE,-1.80833333,3.30833333,en,1.00000000,,-1,,,,,,
Santa Monica,Santa Monica,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
Santa,Santa,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
SAN DIEGO,SAN DIEGO,GPE,-0.09166667,0.81666667,en,1.00000000,,-1,,,,,,
Finneas,Finneas,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
F*ck LA,F*ck LA,GPE,-1.12500000,1.37500000,en,1.00000000,,-1,,,,,,
nonp,nonp,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
EL MONTE,EL MONTE,GPE,0.37142857,0.54285714,en,1.00000000,,-1,,,,,,
CHILE,CHILE,GPE,-0.22500000,0.47500000,en,1.00000000,,-1,,,,,,
Cimarron County,Cimarron County,GPE,0.18333333,0.66666667,en,1.00000000,,-1,,,,,,
Moore County,Moore County,GPE,0.36666667,1.33333333,en,1.00000000,,-1,,,,,,
Amarillo,Amarillo,GPE,0.36666667,1.33333333,en,1.00000000,,-1,,,,,,
Allstate,Allstate,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Deckers,Deckers,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Dotts Park,Dotts Park,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Douglas County,Douglas County,GPE,0.53333333,2.65000000,en,1.00000000,,-1,,,,,,
Californi,Californi,GPE,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
Oklahoma,Oklahoma,GPE,-1.07813528,22.33636580,en,1.00000000,4102053-4,4544379,X,35.49208900,-97.50328000,NORTH-AMERICA,United States,CNA
linksThe California,linksThe California,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
CAMBRIDGE,CAMBRIDGE,GPE,-0.06666667,0.30000000,en,1.00000000,,-1,,,,,,
Sonoma County,Sonoma County,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
west Altadena,west Altadena,GPE,-0.60000000,1.20000000,en,1.00000000,,-1,,,,,,
le,le,GPE,-0.11250000,0.38125000,en,1.00000000,,-1,,,,,,
Maui County,Maui County,GPE,-0.46666667,0.73333333,en,1.00000000,,-1,,,,,,
Perfluoroalkyl,Perfluoroalkyl,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Md.,Md.,GPE,0.02000000,0.08000000,en,1.00000000,,-1,,,,,,
NORTH BETHESDA,NORTH BETHESDA,GPE,0.02000000,0.08000000,en,1.00000000,,-1,,,,,,
Pasade,Pasade,GPE,-0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
Oakland Hills,Oakland Hills,GPE,-0.93629630,1.21074074,en,1.00000000,,-1,,,,,,
East Bay,East Bay,LOC,-0.93629630,1.21074074,en,1.00000000,,-1,,,,,,
bec,bec,GPE,0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
San Antonio,San Antonio,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
San Bernardino,San Bernardino,GPE,1.14583333,2.76250000,en,1.00000000,,-1,,,,,,
Nuble,Nuble,GPE,-0.11250000,0.23750000,en,1.00000000,,-1,,,,,,
Southern Californi,Southern Californi,LOC,0.00000000,0.03333333,en,1.00000000,,-1,,,,,,
Timang,Timang,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Amsterdam Island,Amsterdam Island,GPE,-0.02916667,0.19583333,en,1.00000000,4510620-4,1547220,X,-37.83333300,77.51666600,SOUTHERN,French Southern Territories,SOO
Niantic,Niantic,LOC,-0.05000000,1.31666667,en,1.00000000,,-1,,,,,,
conj,conj,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Burbank,Burbank,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Portland,Portland,GPE,-0.06250000,0.43750000,en,1.00000000,,-1,,,,,,
Zeehan,Zeehan,GPE,0.49333333,1.37333333,en,1.00000000,,-1,,,,,,
the Sonoma Valley,the Sonoma Valley,LOC,-0.11168831,0.41024531,en,1.00000000,,-1,,,,,,
Sonoma Valley Roads Could Be a ‘Death Trap,Sonoma Valley Roads Could Be a ‘Death Trap,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Santa Maria,Santa Maria,GPE,0.27500000,0.41666667,en,1.00000000,,-1,,,,,,
SANTA MARIA,SANTA MARIA,GPE,0.09090909,2.42303030,en,1.00000000,,-1,,,,,,
the Los Angeles Area,the Los Angeles Area,LOC,-0.46666667,1.04444444,en,1.00000000,,-1,,,,,,
Sherman Oaks,Sherman Oaks,GPE,-0.43181818,0.72727273,en,1.00000000,,-1,,,,,,
Hanmi,Hanmi,GPE,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
Chame Rural,Chame Rural,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
YMCA,YMCA,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Central California,Central California,LOC,0.14444444,0.94722222,en,1.00000000,,-1,,,,,,
Beverly Hills,Beverly Hills,GPE,0.10000000,0.15000000,en,1.00000000,,-1,,,,,,
Luar,Luar,GPE,0.21590909,0.55303030,en,1.00000000,,-1,,,,,,
New York Fashion,New York Fashion,GPE,0.21590909,0.55303030,en,1.00000000,,-1,,,,,,
Mauis,Mauis,GPE,1.43333333,2.06666667,en,1.00000000,,-1,,,,,,
Pomonal,Pomonal,GPE,-0.16333333,0.32000000,en,1.00000000,,-1,,,,,,
Cali,Cali,LOC,0.00000000,0.00000000,en,1.00000000,4094870-5,3687925,X,3.43721900,-76.52249900,SOUTH-AMERICA,Colombia,NWS
the Indian Ocean,the Indian Ocean,LOC,-0.20250000,0.24750000,en,1.00000000,,-1,,,,,,
Haifa,Haifa,GPE,0.60000000,0.95000000,en,1.00000000,4022958-0,294801,X,32.81841000,34.98850000,EUROPE-AFRICA,Israel,MED
USAID,USAID,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the City of Gosnells,the City of Gosnells,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Treyarch,Treyarch,GPE,-1.95000000,3.70000000,en,1.00000000,,-1,,,,,,
Los Ange,Los Ange,GPE,0.25000000,0.70000000,en,1.00000000,,-1,,,,,,
Culver City,Culver City,GPE,-0.70000000,2.91000000,en,1.00000000,,-1,,,,,,
NC,NC,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Inglewood,Inglewood,GPE,-0.33333333,2.70000000,en,1.00000000,,-1,,,,,,
OLD FORT,OLD FORT,GPE,0.07500000,0.22500000,en,1.00000000,,-1,,,,,,
Crooked Creek,Crooked Creek,LOC,0.14166667,0.45833333,en,1.00000000,,-1,,,,,,
Old Fort,Old Fort,LOC,-0.05916667,1.85416667,en,1.00000000,,-1,,,,,,
Southern Galicia,Southern Galicia,LOC,0.12000000,0.45500000,en,1.00000000,,-1,,,,,,
Vienna,Vienna,GPE,0.12000000,0.95500000,en,1.00000000,4066009-6,2761367,X,48.20819900,16.37169000,EUROPE,Austria,WCE
Pacific Palis,Pacific Palis,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
S.C.,S.C.,GPE,0.53333333,0.73333333,en,1.00000000,,-1,,,,,,
CHARLESTON,CHARLESTON,GPE,0.53333333,0.73333333,en,1.00000000,,-1,,,,,,
Sting,Sting,GPE,1.50000000,3.50000000,en,1.00000000,,-1,,,,,,
the Tule River Tribe,the Tule River Tribe,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the Tule River Indian Reservation,the Tule River Indian Reservation,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
HOLLYWOOD,HOLLYWOOD,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
mashabuba,mashabuba,GPE,0.11666667,0.23333333,en,1.00000000,,-1,,,,,,
Getty,Getty,GPE,0.23333333,0.46666667,en,1.00000000,,-1,,,,,,
Wartook,Wartook,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Panama,Panama,GPE,0.24166667,0.96666667,en,1.00000000,4044445-4,3703430,X,9.00000000,-80.00000000,CENTRAL-AMERICA,Panama,SCA
Phoenix,Phoenix,GPE,-0.20000000,0.05000000,en,1.00000000,,-1,,,,,,
the City of Dreams,the City of Dreams,GPE,-0.37500000,0.37500000,en,1.00000000,,-1,,,,,,
Dine L.A.,Dine L.A.,GPE,0.33333333,0.33333333,en,1.00000000,,-1,,,,,,
Central Valley,Central Valley,LOC,0.00000000,0.17500000,en,1.00000000,,-1,,,,,,
Metropolitan Water District,Metropolitan Water District,LOC,-0.04000000,0.12666667,en,1.00000000,,-1,,,,,,
Fairbanks,Fairbanks,GPE,1.57500000,2.65000000,en,1.00000000,,-1,,,,,,
The United States,The United States,GPE,0.18211310,0.95494048,en,1.00000000,,-1,,,,,,
MCDOWELL COUNTY,MCDOWELL COUNTY,GPE,-0.06666667,0.26666667,en,1.00000000,,-1,,,,,,
Mooralla,Mooralla,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New York Ci,New York Ci,GPE,0.06818182,0.42727273,en,1.00000000,,-1,,,,,,
San Andreas,San Andreas,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Encino,Encino,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Mandeville Canyon,the Mandeville Canyon,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Gaga,Gaga,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mars,Mars,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pacific Palisad,Pacific Palisad,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
south coast,south coast,LOC,0.22500000,0.60000000,en,1.00000000,,-1,,,,,,
Esperance,Esperance,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Black D.C.,Black D.C.,GPE,0.21742424,0.47196970,en,1.00000000,,-1,,,,,,
Southern California Edison,Southern California Edison,LOC,0.51000000,1.35000000,en,1.00000000,,-1,,,,,,
Melissa Rivers,Melissa Rivers,GPE,0.12500000,0.52500000,en,1.00000000,,-1,,,,,,
Palisades Fire,Palisades Fire,GPE,0.12500000,0.52500000,en,1.00000000,,-1,,,,,,
Howth,Howth,GPE,0.05000000,0.10000000,en,1.00000000,5320112-7,2963722,X,53.38777700,-6.06527700,EUROPE,,NEU
Eastern Coachella Valley,Eastern Coachella Valley,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Breit,Breit,GPE,0.75000000,0.31111111,en,1.00000000,,-1,,,,,,
Yoshiki,Yoshiki,GPE,0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
LONG BEACH,LONG BEACH,GPE,-0.01666667,0.42500000,en,1.00000000,,-1,,,,,,
Southern California Wildfire Relief and Recovery Efforts,Southern California Wildfire Relief and Recovery Efforts,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Compton,Compton,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Franklin County,Franklin County,GPE,0.60000000,0.00000000,en,1.00000000,,-1,,,,,,
Wades Gap,Wades Gap,GPE,0.30000000,0.00000000,en,1.00000000,,-1,,,,,,
Callaway,Callaway,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
McDowell County,McDowell County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
